Date,Payment_Mode,Volume,Value,ATS,MoM,YoY,log_volume,log_value,is_covid_shock,is_policy_change,is_festive_month,is_fy_end,MoM_Anomaly
2021-04-01,Credit,157531597.0,590491231026.7,3748.3986849108114,-16.529420251594928,104.97718944367635,18.875136611982306,27.104220622391768,0,0,0,0,0
2021-05-01,Credit,134473103.0,520138691571.69995,3867.975676680116,-14.63737716059591,30.700578493440545,18.716874759312795,26.97736132752084,0,0,0,0,0
2021-06-01,Credit,154700942.0,627460212383.3,4055.955990127714,15.042293625067904,23.904615780052985,18.85700440472967,27.16494609938159,0,0,0,0,0
2021-07-01,Credit,182048822.0,748847633091.4,4113.44399191663,17.677901405409678,37.95091828393979,19.019785461814987,27.341801372655244,0,0,0,0,0
2021-08-01,Credit,190470608.0,777330165380.2001,4081.1029772121065,4.62611397727144,33.65369325018235,19.065008451913393,27.379131020328973,0,0,0,0,0
2021-09-01,Credit,184720792.0,802277537632.1,4343.190222095302,-3.018741873286823,24.2483924306498,19.0343560105717,27.410720441846927,0,0,0,0,0
2021-10-01,Credit,215581179.00000003,1009427795994.0,4682.355856278158,16.706504268344634,25.481530265143746,19.188848097270238,27.64040474761827,0,0,1,0,0
2021-11-01,Credit,201116000.0,892168400000.0,4436.088625469878,-6.709852440319031,20.966548198651868,19.119392413984723,27.516920740945643,0,0,1,0,0
2021-12-01,Credit,211258709.0,939072313616.4,4445.129472112792,5.043213369398747,21.567251522695805,19.16859404938729,27.568158324495528,0,0,0,0,0
2022-01-01,Credit,195805371.0,877685180809.6,4482.43669888708,-7.314888021965526,12.26084795321638,19.092631718736552,27.50055380228391,0,0,0,0,0
2022-02-01,Credit,188423984.0,860410304585.8,4566.352363008098,-3.7697571636071237,16.759791093252986,19.05420521561346,27.48067521077431,0,0,0,0,0
2022-03-01,Credit,223751212.0,1071067361651.4,4786.867307120553,18.748795800857287,18.558078129864253,19.226045331864345,27.69967680144934,0,0,0,1,0
2022-04-01,Credit,222930163.0,1054592027470.38,4730.59371275111,-0.3669472860777123,41.5145705658021,19.222369109972714,27.684175104247828,0,0,0,0,0
2022-05-01,Credit,237803107.0,1136935941731.8801,4780.997002414608,6.67157095291766,76.84064820010883,19.286953607736947,27.759357989384107,0,0,0,0,0
2022-06-01,Credit,227945728.0,1087516336499.9701,4770.944145529106,-4.145185117366868,47.3460504203006,19.24461812349615,27.714917621865357,0,0,0,0,0
2022-07-01,Credit,234833761.0,1158557315113.51,4933.521100969421,3.0217863964530967,28.994935765088336,19.274388421782994,27.778196653150104,0,0,0,0,0
2022-08-01,Credit,244783111.99999997,1123575561574.57,4590.086106816757,4.2367634694570055,28.51490031469841,19.315883119294632,27.74753718182833,0,0,0,0,0
2022-09-01,Credit,245305576.00000003,1220938357338.3901,4977.214041552769,0.21343956114099338,32.79803174512159,19.31801524031973,27.83064082439234,0,0,0,0,0
2022-10-01,Credit,255401953.99999997,1290482018904.68,5052.74920059805,4.115837138573619,18.471359691376364,19.358349152277377,27.886036922574984,0,0,1,0,0
2022-11-01,Credit,234773322.99999997,1147939485044.11,4889.565263955097,-8.076927633842612,16.73527864516,19.274131023620175,27.768989699060313,0,0,1,0,0
2022-12-01,Credit,255646504.99999997,1265236898217.9,4949.165638771005,8.890781002405458,21.011108233175825,19.359306208362216,27.866280491893445,0,1,0,0,0
2023-01-01,Credit,259352054.0,1276823955593.95,4923.130300691391,1.4494815800435212,32.45400403240215,19.37369697852982,27.875396825679253,0,0,0,0,0
2023-02-01,Credit,232320224.0,1186843236622.48,5108.652256733705,-10.422832433014007,23.296524714178645,19.26362725378757,27.802318155962098,0,0,0,0,0
2023-03-01,Credit,263428980.0,1373111269046.38,5212.453349082473,13.390464017458935,17.73298461507329,19.389294364000435,27.948100280251133,0,0,0,1,0
2023-04-01,Credit,259255046.0,1327685071995.0798,5121.154216589789,-1.5844627269179012,16.294288090571207,19.373322868722486,27.914457994277548,0,0,0,0,0
2023-05-01,Credit,273474265.0,1406595994511.97,5143.430934943623,5.484645031749924,15.000290976013186,19.426718080335107,27.972193713177976,0,0,0,0,0
2023-06-01,Credit,262904943.99999997,1372343388808.65,5219.922333634966,-3.8648320345609277,15.336640132163382,19.387303095152802,27.94754089730481,0,0,0,0,0
2023-07-01,Credit,278089890.0,1451083201936.48,5218.036520265012,5.775831282959842,18.41989363701415,19.44345496471382,28.003331429286924,0,0,0,0,0
2023-08-01,Credit,290577652.0,1486020074976.5,5114.020519983072,4.490548721494325,18.70821055661718,19.48738140318388,28.027122571538314,0,0,0,0,0
2023-09-01,Credit,273942907.0,1423195507351.6199,5195.226709599091,-5.724715884207088,11.674145963971071,19.42843027402745,27.983925816569908,0,0,0,0,0
2023-10-01,Credit,320047713.0,1785691267835.9001,5579.4532980646545,16.83007839294046,25.311379959136904,19.583980645768282,28.210826721086516,0,0,1,0,0
2023-11-01,Credit,297089633.0,1606439658811.32,5407.2558594170805,-7.173330434015634,26.543181824793628,19.509544445848935,28.105041454144132,0,0,1,0,0
